# Program:featureCounts v2.0.8; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-s" "2" "-p" "-T" "1" "-a" "raw_data/references/GCF_000002985.6_WBcel235_clean.gtf" "-o" "results/expression/featurecounts/Neg_1_2_gene_counts.tsv" "results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam
CELE_W04C9.6	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	484039;484788;484907;485153;485381;486467;487587;487794;487958	484309;484858;485002;485276;485619;486849;487727;487902;488392	-;-;-;-;-;-;-;-;-	1869	46
CELE_W04C9.2	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	488607;488768;488882;489700	488723;488833;488944;489905	+;+;+;+	452	1511
CELE_W04C9.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	489969;491197;491243;491350;491350;491610;491610;491836;491836;492225;492225;492867;492867;494260;494260;494392;494392;495828;495828	490202;491302;491302;491559;491559;491724;491724;492160;492160;492351;492351;493556;493556;494343;494343;494706;494706;496067;496158	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2537	1024
CELE_Y65B4BL.3	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	496144;496230;496330;496330;497690;497690;498427;498427;499793;499793;501929	496283;496283;496464;496464;497830;497830;498567;498567;500068;500119;502042	-;-;-;-;-;-;-;-;-;-;-	998	531
CELE_Y65B4BL.4	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	502891;504057;504225;504323;505506;505660;505820;506093	503212;504132;504278;504454;505605;505771;506049;506250	-;-;-;-;-;-;-;-	1184	1116
CELE_Y65B4BL.2	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	506473;506639;506663;506802;506802;507065;507065;507277;507277;507454;507454;507755;507755;507944;507944;508098;508098;508382;508382;508538;508538;508805;508805	506587;506745;506745;507016;507016;507225;507225;507408;507408;507705;507705;507895;507895;508048;508048;508331;508331;508491;508491;508757;508757;508876;509056	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2044	7818
CELE_Y65B4BL.7	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	508948;508972;508972;509262;509262;509262;509748;509748;509748;510739;510739;510995	509214;509214;509214;509423;509423;509423;509861;509888;509888;510935;511238;511004	-;-;-;-;-;-;-;-;-;-;-;-	1070	33
CELE_Y65B4BL.5	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	511044;511478;511478;512481;512481;512481;513143;513143;513143;513776;513776;513776;515023;515023;515023;516351;519582	511753;511753;511753;513090;513090;513090;513725;513725;513725;514208;514208;514208;515151;515236;515236;516397;519646	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2662	21010
CELE_Y65B4BL.10	NC_003279.8	512017	512166	+	150	0
CELE_Y65B4BL.9	NC_003279.8	514364	514492	+	129	0
CELE_Y65B4BL.6	NC_003279.8;NC_003279.8;NC_003279.8	520109;520277;521320	520408;520405;521554	-;-;-	535	12
CELE_Y65B4BL.8	NC_003279.8	526048	526139	-	92	0
CELE_Y65B4BL.11	NC_003279.8	530215	530326	+	112	0
CELE_Y65B4BL.12	NC_003279.8	530395	530683	-	289	0
CELE_Y65B4BL.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	530969;531267;531790;531947	531091;531348;531893;532418	+;+;+;+	781	89
CELE_Y65B4BM.3	NC_003279.8;NC_003279.8;NC_003279.8	531725;531947;532619	531893;532553;533084	+;+;+	1242	206
CELE_Y65B4BM.2	NC_003279.8	532968	533039	+	72	0
CELE_Y65B4BR.8	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	534455;534618;534772;535031	534569;534724;534970;535344	+;+;+;+	735	1243
CELE_Y65B4BR.5	NC_003279.8;NC_003279.8;NC_003279.8	535791;535899;536356	535849;536306;536587	+;+;+	699	16200
CELE_Y65B4BR.10	NC_003279.8	536804	536931	-	128	0
CELE_Y65B4BR.4	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	537122;537122;537303;537303;537606;537606;538702;538702;539453;539453;539510;539510;539795;539795;539801;539801;540064;540064;540064;540064;540723;540723;540723;540723;541064;541064;541064;541064;541344;541344;541344;541344	537243;537243;537560;537560;537835;537835;538911;538911;539727;539727;539727;539727;540008;540008;540008;540008;540384;540384;540384;540384;540983;540983;540983;540983;541285;541285;541285;541285;541631;541631;542198;542200	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2970	9685
CELE_Y65B4BR.12	NC_003279.8	539086	539242	+	157	0
CELE_Y65B4BR.3	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	550696;551713;552405;553135;553820;555024;555145;555382;555819	550912;551909;552818;553585;554394;555097;555331;555765;556676	+;+;+;+;+;+;+;+;+	3357	2260
CELE_Y65B4BR.11	NC_003279.8	553658	553785	+	128	0
CELE_Y65B4BR.2	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	557375;557375;557431;557444;558404;558404;558404;558404;558466;558466;559507;559507;559507;559507;559507;559507;559706;559706;559706;560702;560702;560702;560702;560702;560702;561401;561401;561401;561401	557572;557572;557572;557572;558543;558543;558543;558543;558543;558543;559663;559663;559867;559867;559663;559867;559867;559867;559867;560798;560798;561671;561671;560798;560798;561563;561667;561667;561671	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1669	76
CELE_Y65B4BR.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	562736;562920;563164;563374;563507;564609	562869;563119;563330;563457;563580;565184	+;+;+;+;+;+	1235	3721
CELE_Y65B4BR.9	NC_003279.8;NC_003279.8;NC_003279.8	565284;565693;566241	565544;565880;566588	-;-;-	797	10
CELE_Y65B4BR.6	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	572173;572173;572889;572889;573640;573640;574145;574145;574930;574930	572604;572604;572993;572993;574073;573893;574662;574662;575120;575120	-;-;-;-;-;-;-;-;-;-	1680	498
CELE_F56A6.5	NC_003279.8;NC_003279.8;NC_003279.8	582211;582670;583579	582625;582884;583729	-;-;-	781	2
CELE_F56A6.8	NC_003279.8;NC_003279.8	585119;585275	585229;585376	+;+	213	0
CELE_F56A6.2	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	585807;585827;587154;587154;587333;587333;588629;588629;588814;588814;588928;588928;590158;590158;591266;591535;591535;591742;591742;591937;591937;592441;592441;592572;592572;593229;593229;593537;593537;595186;595186;596334;596334;597636;597636;597885;597885;598561;598561;601170;601170;601419;601419;601604;601604;603126;603126;603375;603375;603524;603524;604330;604330;604895;604895;606569;606569;607361;607361	586133;586133;587278;587278;587658;587658;588757;588757;588872;588872;589058;589058;590346;590346;591304;591607;591607;591860;591860;592122;592122;592516;592516;592692;592692;593493;593493;593735;593735;595958;595958;596695;596695;597825;597825;597971;597971;598659;598659;601375;601375;601542;601542;601771;601771;603281;603281;603474;603474;603586;603586;604593;604593;605139;605139;606852;606852;607571;607571	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5696	426
CELE_F56A6.7	NC_003279.8	613290	613379	+	90	0
CELE_F56A6.6	NC_003279.8	613290	613379	-	90	0
CELE_F56A6.4	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	614651;614723;614723;614723;615821;615821;615821;615821;623627;623627;623627;624218;624218;624218;625364;625364;625364;625522;625522;625522;627138;627138;629344	615001;615001;615001;615001;616114;616078;616114;616114;623716;623716;623716;624375;624375;624375;625472;625472;625472;625629;625548;625629;627281;627363;629444	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1437	1490
CELE_F56A6.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	618160;618207;618415;618415;618713;618713;618959;618959;619069;619069;619247;619247;619738;619738;620070;620070;620513;620513;621215	618357;618357;618668;618668;618912;618912;619018;619018;619187;619187;619689;619689;620024;620024;620466;620466;621470;621168;621490	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2936	156
CELE_Y65B4A.4	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	621559;621708;621846;622023;622285	621623;621792;621970;622219;623132	+;+;+;+;+	1320	14
CELE_Y65B4A.6	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	629465;631094;633891;633891;636234	631285;631285;634797;634538;636348	-;-;-;-;-	2843	3353
CELE_Y65B4A.10	NC_003279.8	630006	630218	-	213	0
CELE_Y65B4A.11	NC_003279.8	630926	631035	-	110	0
CELE_Y65B4A.3	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	636804;637065;637250;637397;637764	637010;637174;637337;637706;637852	+;+;+;+;+	804	1499
CELE_Y65B4A.2	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	638129;642857;645451;645451;645451;647807;647807;647807;648712;648712;648712;649593;649593;649593;652008;652008;652008;653678;653678;653678	638248;642996;645567;645567;645567;648074;648074;648074;649004;649004;649004;649748;649748;649748;652373;652373;652373;653988;653976;653987	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1771	190
CELE_Y65B4A.7	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	645626;645639;645783;645783;647005;647121	645736;645736;645972;645984;647070;647242	-;-;-;-;-;-	501	8
CELE_Y65B4A.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	654090;654282;656560;658381	654227;655059;656746;659586	+;+;+;+	2309	1982
CELE_Y65B4A.8	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	659565;661314;662932;663066;663443	660276;661920;663014;663382;663610	-;-;-;-;-	1887	817
CELE_Y65B4A.9	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	664387;664392;664548;664548;665088;665088;665891;665891;666166;666166;666630;666696	664500;664500;665039;665039;665187;665187;666120;666120;666282;666282;666900;666902	-;-;-;-;-;-;-;-;-;-;-;-	1326	12
CELE_Y18H1A.14	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	667540;667638;668761;669346;671804;671804;672914;672914;674166;674166	667876;667876;668895;669569;671993;671993;673258;673258;674413;674413	-;-;-;-;-;-;-;-;-;-	1479	8
CELE_Y18H1A.11	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	673165;680408;680421;681314;681314;681355;681355;681490;681490;681490;681490;682932;682932;682932;682932;683227;683227;683227;683227	673231;680556;680556;681430;681430;681430;681430;681641;681641;681641;681641;683153;683089;683153;683089;683427;683257;683472;683457	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	953	70
CELE_Y18H1A.10	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	683724;684112;685382;685545;686483	684064;684229;685484;686409;686599	-;-;-;-;-	1544	6
CELE_Y18H1A.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	688257;688370;689021;690297;691113	688299;688598;689321;691060;691332	+;+;+;+;+	1557	10
CELE_Y18H1A.4	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	692020;692597;693511;694581	692370;692684;693847;694650	-;-;-;-	846	758
CELE_Y18H1A.2	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	694976;694979;696678;696678;698053;698095	695324;695324;697008;697008;698322;698324	-;-;-;-;-;-	952	879
CELE_Y18H1A.3	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	700273;700634;700634;700634;700634;701756;701756;701756;701756;701756;702249;702249;702249;702249;702249;704419;704419;704419;704419;706419;706419;706419;706419;707946;707946;707946;710039;710039;710039;711731;711731;713216;713216;715474;715474;715725;715725	700786;700786;700786;700786;700786;701863;701863;701863;701863;701863;703817;703985;703985;703985;703985;704550;704550;704550;704550;706535;706664;706664;706664;708270;708270;708270;710241;710265;710265;711995;711995;713648;713648;715642;715642;715875;715874	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4307	2488
CELE_Y18H1A.7	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	717890;718125;718288;718288;718657;719498;719651	718238;718238;718364;718317;719437;719601;719944	-;-;-;-;-;-;-	1605	390
CELE_Y18H1A.6	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	719929;720298;720486;720493;720644;720644;720828;720828;722103;722103;722244;722244;722316;724570;724570;724570;725109;725109;725109;725286;725286;725286;726501;726501;726501;730281;730281;730281;730392;730836;730836;730836;730836	720253;720432;720599;720599;720784;720784;720939;720939;722201;722201;722355;722355;722355;724766;724766;724766;725225;725225;725225;725392;725392;725392;726870;726870;726870;730532;730532;730532;730532;730937;730937;730937;731078	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2324	1678
CELE_Y18H1A.15	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	731008;731984;733133;734485;734609;734965;735124;735765;736266	731116;732325;733570;734563;734872;735073;735260;736026;736562	-;-;-;-;-;-;-;-;-	2037	12
CELE_Y18H1A.18	NC_003279.8;NC_003279.8	740801;741726	741007;741885	+;+	367	5
CELE_Y18H1A.13	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	741878;742809;743213;745293	742075;743168;743524;747213	-;-;-;-	2791	12
CELE_Y18H1A.17	NC_003279.8	742120	742286	-	167	0
CELE_Y18H1A.12	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	745888;746746;746873;746955;746955;748174;748174	745946;746909;746909;747340;747340;748288;748269	+;+;+;+;+;+;+	724	2
CELE_Y18H1A.9	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	748210;749898;750046;750221;750571;752268;753702;754061;754453;754998;756870	748592;749995;750167;750305;750845;752553;753842;754136;754589;755079;757010	-;-;-;-;-;-;-;-;-;-;-	1826	58
CELE_Y18H1A.T1	NC_003279.8	754680	754763	+	84	0
CELE_Y18H1A.8	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	757298;758616;758948;759697;759715;760318;760318	757442;758892;759053;759797;759797;760429;760447	+;+;+;+;+;+;+	759	4
CELE_Y18H1A.16	NC_003279.8	757536	757618	+	83	0
CELE_T06A4.2	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	760848;761044;761620;761794	760987;761367;761717;761849	-;-;-;-	618	2
CELE_T06A4.3	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	763478;763649;765138;765138;765432;765432;766048;766048;766326;766326;766527;766527;767583;767583;768165;768165;768274;768274;768500;768500;768799;770462	763824;763824;765274;765274;765645;765645;766149;766149;766445;766445;766641;766641;767734;767734;768224;768224;768448;768448;768628;768628;768941;770720	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1953	63
CELE_T06A4.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	770892;770919;771451;771451;771806;771806;771968;771968;773164;773164;773435;773435;773700;773700;774968;774968;775110;775110;776164;776164	771058;771058;771566;771566;771911;771911;772154;772154;773385;773385;773546;773546;773987;773987;775064;775064;775572;775572;776369;776301	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1964	32
CELE_T06A4.5	NC_003279.8	774365	774585	+	221	0
CELE_T06A4.4	NC_003279.8	774439	774584	-	146	0
CELE_T06A4.6	NC_003279.8	779157	779241	-	85	0
CELE_T06A4.7	NC_003279.8	788097	788219	+	123	0
CELE_Y73A3A.1	NC_003279.8	796997	797295	-	299	0
CELE_Y73A3A.2	NC_003279.8	801555	801698	-	144	0
CELE_ZC123.3	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	803368;804345;804470;805600;810861;812702;812707;819366;819366;819377;820264;820264;820264;823093;823093;823093;823160;824610;824610;824610;824610;827630;827630;827630;827630;827708;828025;828025;828025;828025;828025;829812;829812;829812;829812;829812;829861;831109;831109;831109;831109;831109;831109;831777;831777;831777;831777;831777;831777;832890;832890;832890;832890;832890;832890;833183;833183;833183;833183;833183;833183;834540;834540;834540;834540;834540;834540	803474;804422;804895;805880;811083;812749;812749;819422;819422;819422;820444;820444;820444;823270;823270;823270;823270;824762;824762;824762;824762;827842;827842;827842;827842;827842;828725;828725;828725;828725;828725;829926;829926;829926;829926;829926;829926;831722;831722;831722;831722;831722;831722;832820;832820;832820;832820;832820;832820;833133;833133;833133;833133;833133;833133;833272;833272;833272;833272;833272;833272;834668;834668;834668;834668;834668;835292	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5506	969
CELE_ZC123.T1	NC_003279.8	803800	803872	+	73	0
CELE_ZC123.8	NC_003279.8	806419	806659	-	241	0
CELE_ZC123.10	NC_003279.8	806510	806659	+	150	0
CELE_ZC123.11	NC_003279.8	809294	809476	+	183	0
CELE_ZC123.7	NC_003279.8	812295	812442	-	148	0
CELE_ZC123.5	NC_003279.8	815976	816026	+	51	0
CELE_ZC123.9	NC_003279.8	816036	816306	+	271	0
CELE_ZC123.6	NC_003279.8	834416	834465	+	50	0
CELE_ZC123.1	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	837996;838155;838543;839677;840140;841218;841624	838108;838322;839127;840092;840760;841580;841746	+;+;+;+;+;+;+	2389	188
CELE_ZC123.4	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	841742;841767;841836;842546;842546;842546;842717;842717;842717;842915;842915;842915;843713;843713;843713;844061;844061;844061;845614;845614;845821;845930;846083;846596	841976;841976;841976;842674;842674;842674;842861;842861;842861;843097;843097;843097;844012;844012;844012;844299;844339;844339;845761;845761;845969;845999;846142;846763	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1826	182
CELE_Y95B8A.17	NC_003279.8	846171	846491	+	321	0
CELE_Y95B8A.8	NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8;NC_003279.8	853451;853561;853697;853828;853986;858489;861486;864404;865731;866763;868610;870194;871654	853487;853626;853769;853930;854104;858835;861919;864819;865934;866858;868721;870324;872827	+;+;+;+;+;+;+;+;+;+;+;+;+	3312	3960
